memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0681,U094,2025-03-06 14:34:46,User practices coding daily,project,4.8,6.4,"AI, learning, career","[0.5071, 0.3983, 0.9359, -0.8728, 0.557]",voice,2025-06-11 14:34:46,18,0.72,"technology, education","M0975, M0460",positive,0.87
M0682,U250,2024-07-01 14:34:46,User wants to become an AI engineer,personal_info,5.4,5.7,"AI, learning, career","[-0.9471, 0.0474, -0.2215, -0.4161, 0.0483]",chatbot,2024-08-12 14:34:46,7,0.54,"technology, education","M0049, M0680",positive,0.81
M0683,U001,2025-11-16 14:34:46,User practices coding daily,career_goal,10.0,8.7,"AI, learning, career","[-0.9808, 0.1249, -0.6594, 0.6844, -0.0918]",document,2025-12-20 14:34:46,11,0.56,"technology, education","M0770, M0863",positive,0.62
M0684,U119,2025-09-13 14:34:46,User practices coding daily,career_goal,4.7,9.8,"AI, learning, career","[0.2352, 0.6133, 0.6471, 0.634, 0.9718]",chatbot,2025-12-05 14:34:46,2,0.53,"technology, education","M0709, M0099",negative,0.63
M0685,U197,2025-05-03 14:34:46,User wants to become an AI engineer,emotion,2.0,5.1,"AI, learning, career","[0.1541, 0.4947, 0.4677, 0.7811, -0.2205]",voice,2025-06-16 14:34:46,1,0.22,"technology, education","M0781, M0676",positive,0.58
M0686,U239,2025-12-02 14:34:46,User is building an AI memory engine,career_goal,6.8,5.4,"AI, learning, career","[0.6954, 0.7165, 0.2766, 0.56, 0.7657]",document,2026-01-02 14:34:46,19,0.77,"technology, education","M0352, M0632",positive,0.64
M0687,U197,2025-06-16 14:34:46,User enjoys studying machine learning,career_goal,1.6,2.8,"AI, learning, career","[0.834, 0.7177, -0.6835, 0.8365, 0.3446]",document,2025-08-28 14:34:46,14,0.2,"technology, education","M0270, M0518",neutral,0.61
M0688,U140,2024-09-10 14:34:46,User completed a cloud computing project,event,9.0,9.6,"AI, learning, career","[0.9054, 0.2591, -0.6638, -0.9589, 0.7156]",chatbot,2024-12-14 14:34:46,19,0.85,"technology, education","M0717, M0316",negative,0.79
M0689,U095,2025-01-06 14:34:46,User practices coding daily,habit,4.5,3.4,"AI, learning, career","[0.7123, 0.8381, 0.6873, 0.0803, -0.6994]",chatbot,2025-03-03 14:34:46,15,0.2,"technology, education","M0951, M0639",neutral,0.73
M0690,U201,2026-04-08 14:34:46,User wants to become an AI engineer,relationship,7.7,2.0,"AI, learning, career","[-0.3692, 0.723, 0.857, 0.0771, -0.9501]",voice,2026-06-17 14:34:46,1,0.16,"technology, education","M0639, M0936",neutral,0.71
M0691,U061,2024-09-25 14:34:46,User wants to become an AI engineer,relationship,6.0,7.7,"AI, learning, career","[-0.6478, -0.5479, 0.389, -0.631, -0.3878]",voice,2024-10-02 14:34:46,4,0.47,"technology, education","M0317, M0836",neutral,0.99
M0692,U167,2025-07-29 14:34:46,User completed a cloud computing project,project,8.8,5.8,"AI, learning, career","[-0.1736, 0.3608, -0.3992, -0.4675, 0.3307]",voice,2025-08-21 14:34:46,9,0.83,"technology, education","M0545, M0882",neutral,0.94
M0693,U082,2026-04-14 14:34:46,User practices coding daily,schedule,7.9,8.2,"AI, learning, career","[0.707, 0.1757, 0.5901, -0.7365, 0.1342]",image,2026-05-01 14:34:46,6,0.41,"technology, education","M0834, M0984",positive,0.88
M0694,U072,2024-09-11 14:34:46,User wants to become an AI engineer,project,9.4,1.1,"AI, learning, career","[0.552, 0.7718, 0.9181, 0.6153, -0.5095]",voice,2024-12-20 14:34:46,9,0.69,"technology, education","M0333, M0066",neutral,0.68
M0695,U157,2025-04-21 14:34:46,User completed a cloud computing project,personal_info,2.8,5.9,"AI, learning, career","[-0.3458, 0.2964, 0.4293, 0.3644, 0.5095]",document,2025-05-08 14:34:46,15,0.6,"technology, education","M0081, M0782",neutral,0.82
M0696,U102,2025-08-11 14:34:46,User wants to become an AI engineer,study,7.6,2.7,"AI, learning, career","[-0.6273, -0.4623, 0.9401, 0.0029, -0.4658]",document,2025-10-07 14:34:46,6,0.9,"technology, education","M0953, M0094",positive,0.88
M0697,U149,2024-07-09 14:34:46,User enjoys studying machine learning,skill,7.1,4.6,"AI, learning, career","[0.9415, 0.8476, -0.2707, 0.076, -0.8578]",document,2024-09-28 14:34:46,17,0.87,"technology, education","M0482, M0899",neutral,0.87
M0698,U213,2026-04-06 14:34:46,User wants to become an AI engineer,skill,7.2,6.6,"AI, learning, career","[0.0747, -0.3524, -0.6432, 0.9021, -0.3593]",chatbot,2026-06-11 14:34:46,17,0.01,"technology, education","M0723, M0165",negative,0.5
M0699,U243,2026-02-01 14:34:46,User completed a cloud computing project,study,5.4,8.4,"AI, learning, career","[-0.7417, -0.5733, -0.5468, 0.0481, 0.6216]",document,2026-02-21 14:34:46,2,0.32,"technology, education","M0729, M0541",positive,0.89
M0700,U099,2025-01-19 14:34:46,User completed a cloud computing project,habit,3.6,4.1,"AI, learning, career","[0.9571, -0.9358, -0.2338, -0.701, 0.2892]",document,2025-04-21 14:34:46,7,0.11,"technology, education","M0826, M0696",negative,0.99
M0701,U089,2026-01-07 14:34:46,User enjoys studying machine learning,event,7.9,4.6,"AI, learning, career","[0.8097, -0.1595, 0.6166, 0.4961, 0.6408]",document,2026-02-10 14:34:46,18,0.51,"technology, education","M0743, M0717",neutral,0.7
M0702,U200,2025-09-14 14:34:46,User completed a cloud computing project,skill,7.0,5.0,"AI, learning, career","[0.7713, -0.468, 0.8775, 0.1622, -0.0522]",chatbot,2025-11-30 14:34:46,20,0.45,"technology, education","M0524, M0201",positive,0.95
M0703,U191,2025-06-06 14:34:46,User wants to become an AI engineer,personal_info,7.7,1.3,"AI, learning, career","[0.5353, -0.4377, -0.7773, 0.0102, 0.2013]",image,2025-08-09 14:34:46,13,0.95,"technology, education","M0651, M0097",negative,0.56
M0704,U233,2025-09-24 14:34:46,User enjoys studying machine learning,skill,5.3,5.1,"AI, learning, career","[0.6286, -0.914, 0.3345, -0.4888, -0.8008]",chatbot,2025-11-21 14:34:46,17,0.42,"technology, education","M0081, M0215",neutral,0.58
M0705,U053,2025-10-12 14:34:46,User enjoys studying machine learning,emotion,2.4,3.6,"AI, learning, career","[0.7395, 0.9923, -0.6218, -0.2242, -0.7843]",voice,2026-02-01 14:34:46,9,0.09,"technology, education","M0750, M0375",negative,0.55
M0706,U176,2025-09-22 14:34:46,User wants to become an AI engineer,event,8.9,7.3,"AI, learning, career","[-0.5153, -0.0235, -0.1123, -0.3374, -0.7926]",chatbot,2025-10-02 14:34:46,12,0.47,"technology, education","M0630, M0794",neutral,0.77
M0707,U250,2025-09-04 14:34:46,User enjoys studying machine learning,event,4.3,6.1,"AI, learning, career","[0.0364, 0.7284, -0.0234, -0.9835, -0.9896]",chatbot,2025-12-14 14:34:46,17,0.06,"technology, education","M0254, M0449",negative,0.79
M0708,U016,2025-06-29 14:34:46,User completed a cloud computing project,study,2.6,3.2,"AI, learning, career","[-0.8987, 0.3979, -0.3192, -0.0744, -0.4208]",chatbot,2025-07-21 14:34:46,12,0.87,"technology, education","M0074, M0854",neutral,0.78
M0709,U033,2025-02-07 14:34:46,User wants to become an AI engineer,project,2.4,1.3,"AI, learning, career","[-0.8226, 0.8795, 0.6422, -0.8, 0.09]",chatbot,2025-04-15 14:34:46,1,0.66,"technology, education","M0756, M0338",negative,0.55
M0710,U042,2025-02-11 14:34:46,User enjoys studying machine learning,personal_info,4.6,6.0,"AI, learning, career","[0.1139, -0.5324, 0.1323, 0.8474, 0.5463]",voice,2025-05-05 14:34:46,4,0.4,"technology, education","M0116, M0073",negative,0.98
M0711,U240,2024-09-11 14:34:46,User completed a cloud computing project,event,6.1,4.0,"AI, learning, career","[0.0557, 0.4157, 0.799, 0.1687, 0.1831]",voice,2024-11-23 14:34:46,20,0.05,"technology, education","M0415, M0484",positive,0.87
M0712,U007,2025-08-12 14:34:46,User enjoys studying machine learning,project,5.6,7.0,"AI, learning, career","[-0.8463, 0.2812, -0.5406, 0.7697, -0.4249]",document,2025-10-05 14:34:46,20,0.45,"technology, education","M0796, M0563",positive,0.9
M0713,U235,2025-09-01 14:34:46,User completed a cloud computing project,personal_info,2.0,1.2,"AI, learning, career","[-0.0249, -0.2569, 0.378, -0.4598, -0.4217]",image,2025-11-16 14:34:46,18,0.44,"technology, education","M0173, M0834",neutral,1.0
M0714,U014,2026-02-26 14:34:46,User wants to become an AI engineer,habit,9.0,5.7,"AI, learning, career","[0.6454, -0.1565, 0.596, 0.4992, -0.4889]",document,2026-04-09 14:34:46,8,0.81,"technology, education","M0257, M0217",neutral,0.99
M0715,U044,2025-04-21 14:34:46,User practices coding daily,study,9.0,3.0,"AI, learning, career","[0.818, 0.3052, 0.3223, 0.2253, 0.7551]",image,2025-08-15 14:34:46,10,0.93,"technology, education","M0672, M0954",positive,0.65
M0716,U223,2024-07-30 14:34:46,User practices coding daily,study,5.0,8.6,"AI, learning, career","[-0.5436, -0.4463, -0.5269, -0.2958, 0.3775]",chatbot,2024-09-27 14:34:46,9,0.78,"technology, education","M0925, M0644",negative,0.58
M0717,U131,2025-09-30 14:34:46,User enjoys studying machine learning,schedule,2.9,4.7,"AI, learning, career","[-0.0306, 0.5686, -0.8722, -0.1557, -0.8662]",voice,2025-12-16 14:34:46,19,0.65,"technology, education","M0604, M0664",positive,0.75
M0718,U079,2024-11-17 14:34:46,User wants to become an AI engineer,habit,2.0,6.2,"AI, learning, career","[-0.0372, -0.6643, 0.4506, -0.7119, 0.4844]",chatbot,2025-03-15 14:34:46,6,0.94,"technology, education","M0314, M0290",neutral,0.67
M0719,U129,2025-08-17 14:34:46,User is building an AI memory engine,emotion,6.5,3.0,"AI, learning, career","[0.6036, 0.6611, -0.5478, 0.4906, 0.0164]",document,2025-10-31 14:34:46,10,0.99,"technology, education","M0412, M0449",positive,0.54
M0720,U079,2024-09-15 14:34:46,User practices coding daily,schedule,6.2,7.8,"AI, learning, career","[0.5755, -0.6958, 0.3313, 0.6104, 0.0303]",document,2024-12-13 14:34:46,14,0.19,"technology, education","M0895, M0165",negative,0.98
M0721,U096,2025-12-24 14:34:46,User enjoys studying machine learning,skill,5.8,8.4,"AI, learning, career","[-0.7604, -0.8222, -0.4466, 0.36, -0.4654]",chatbot,2026-02-06 14:34:46,19,0.92,"technology, education","M0303, M0242",positive,0.86
M0722,U131,2025-12-11 14:34:46,User enjoys studying machine learning,study,9.3,2.4,"AI, learning, career","[0.8605, 0.6426, -0.7522, -0.5075, 0.8331]",voice,2026-02-26 14:34:46,9,0.07,"technology, education","M0535, M0271",positive,0.68
M0723,U040,2025-03-08 14:34:46,User is building an AI memory engine,habit,2.2,9.8,"AI, learning, career","[0.4891, 0.8096, 0.3639, -0.0033, 0.6286]",chatbot,2025-04-28 14:34:46,19,0.57,"technology, education","M0247, M0620",negative,0.57
M0724,U062,2025-11-03 14:34:46,User completed a cloud computing project,personal_info,9.6,3.7,"AI, learning, career","[-0.7156, -0.8933, -0.551, -0.7856, -0.5382]",voice,2026-01-13 14:34:46,6,0.45,"technology, education","M0495, M0149",negative,0.96
M0725,U067,2026-02-28 14:34:46,User is building an AI memory engine,skill,2.5,2.9,"AI, learning, career","[-0.2279, 0.3817, 0.5203, -0.486, -0.0798]",image,2026-05-22 14:34:46,15,0.39,"technology, education","M0477, M0217",negative,0.53
M0726,U221,2024-07-21 14:34:46,User enjoys studying machine learning,schedule,4.1,4.2,"AI, learning, career","[-0.9375, 0.145, -0.2457, 0.4729, 0.225]",voice,2024-08-12 14:34:46,13,0.86,"technology, education","M0212, M0285",negative,0.86
M0727,U191,2024-12-15 14:34:46,User practices coding daily,career_goal,6.6,4.1,"AI, learning, career","[0.707, -0.2599, 0.8321, -0.0759, -0.9197]",chatbot,2024-12-30 14:34:46,12,0.63,"technology, education","M0303, M0713",positive,0.72
M0728,U193,2025-04-10 14:34:46,User enjoys studying machine learning,relationship,3.4,2.0,"AI, learning, career","[-0.0338, 0.4993, 0.7897, 0.2072, -0.774]",document,2025-07-15 14:34:46,8,0.94,"technology, education","M0815, M0736",neutral,0.65
M0729,U187,2025-08-12 14:34:46,User wants to become an AI engineer,habit,6.1,6.0,"AI, learning, career","[0.9584, -0.0273, -0.0613, 0.4409, 0.6132]",voice,2025-11-09 14:34:46,4,0.22,"technology, education","M0424, M0999",neutral,0.92
M0730,U094,2025-08-08 14:34:46,User practices coding daily,career_goal,5.0,2.8,"AI, learning, career","[-0.8952, -0.417, 0.0686, -0.369, 0.7151]",chatbot,2025-09-29 14:34:46,0,0.05,"technology, education","M0922, M0608",positive,0.89
M0731,U130,2025-09-12 14:34:46,User practices coding daily,study,2.8,6.8,"AI, learning, career","[-0.3795, -0.7524, 0.3868, -0.1154, 0.461]",document,2025-10-08 14:34:46,12,0.78,"technology, education","M0737, M0274",neutral,0.87
M0732,U013,2025-09-10 14:34:46,User enjoys studying machine learning,emotion,9.3,4.6,"AI, learning, career","[-0.9751, -0.685, -0.1532, -0.3189, -0.8139]",chatbot,2026-01-05 14:34:46,8,0.92,"technology, education","M0910, M0760",positive,0.95
M0733,U027,2026-04-21 14:34:46,User completed a cloud computing project,emotion,4.0,5.8,"AI, learning, career","[-0.711, 0.2004, -0.6782, -0.8372, 0.5263]",image,2026-08-01 14:34:46,20,0.69,"technology, education","M0062, M0826",neutral,0.59
M0734,U231,2024-06-29 14:34:46,User wants to become an AI engineer,personal_info,9.9,2.6,"AI, learning, career","[0.9861, 0.2788, -0.5326, -0.0061, -0.4371]",image,2024-07-28 14:34:46,14,0.67,"technology, education","M0164, M0343",positive,0.83
M0735,U219,2025-08-28 14:34:46,User practices coding daily,schedule,4.5,5.8,"AI, learning, career","[0.0674, -0.8601, 0.7259, 0.9611, -0.2484]",chatbot,2025-12-03 14:34:46,10,0.57,"technology, education","M0999, M0001",neutral,1.0
M0736,U243,2025-07-11 14:34:46,User practices coding daily,skill,2.7,6.3,"AI, learning, career","[-0.2532, 0.4077, -0.6729, -0.4322, -0.5793]",image,2025-10-28 14:34:46,10,0.25,"technology, education","M0028, M0269",positive,0.93
M0737,U144,2025-07-24 14:34:46,User enjoys studying machine learning,emotion,5.4,4.8,"AI, learning, career","[0.2814, 0.0224, 0.0723, 0.384, -0.2758]",voice,2025-08-19 14:34:46,10,0.02,"technology, education","M0099, M0124",neutral,0.88
M0738,U018,2026-04-28 14:34:46,User completed a cloud computing project,project,1.6,3.8,"AI, learning, career","[-0.3263, 0.623, 0.0295, -0.4652, 0.2898]",voice,2026-06-23 14:34:46,6,0.06,"technology, education","M0481, M0898",positive,0.88
M0739,U145,2024-09-26 14:34:46,User practices coding daily,career_goal,3.6,9.6,"AI, learning, career","[0.6085, -0.2937, -0.146, -0.4323, 0.4095]",image,2024-10-26 14:34:46,17,0.94,"technology, education","M0600, M0287",positive,0.73
M0740,U115,2025-03-21 14:34:46,User wants to become an AI engineer,relationship,4.3,6.4,"AI, learning, career","[-0.2804, 0.2994, -0.0783, -0.1661, -0.2284]",image,2025-03-25 14:34:46,0,0.52,"technology, education","M0657, M0967",neutral,0.89
M0741,U195,2025-04-25 14:34:46,User completed a cloud computing project,schedule,7.4,6.8,"AI, learning, career","[-0.4814, 0.2748, 0.9963, 0.3526, -0.404]",voice,2025-05-22 14:34:46,7,0.07,"technology, education","M0865, M0494",negative,0.98
M0742,U115,2025-08-18 14:34:46,User is building an AI memory engine,relationship,5.8,5.1,"AI, learning, career","[-0.8978, -0.6524, 0.6015, 0.289, -0.1358]",document,2025-12-16 14:34:46,16,0.63,"technology, education","M0805, M0744",positive,0.93
M0743,U012,2024-06-28 14:34:46,User enjoys studying machine learning,relationship,9.0,8.7,"AI, learning, career","[-0.066, 0.5191, -0.6936, 0.3898, 0.873]",chatbot,2024-08-30 14:34:46,10,0.34,"technology, education","M0352, M0811",neutral,0.58
M0744,U135,2025-11-03 14:34:46,User completed a cloud computing project,career_goal,9.5,9.5,"AI, learning, career","[-0.5957, 0.8794, -0.4056, 0.0655, 0.0392]",document,2025-11-23 14:34:46,11,0.65,"technology, education","M0313, M0023",negative,0.89
M0745,U092,2025-08-21 14:34:46,User completed a cloud computing project,event,9.1,3.9,"AI, learning, career","[0.3707, -0.5251, 0.1025, -0.9551, -0.334]",chatbot,2025-08-30 14:34:46,10,0.79,"technology, education","M0819, M0846",negative,0.99
M0746,U106,2024-11-25 14:34:46,User is building an AI memory engine,study,8.4,4.1,"AI, learning, career","[-0.2351, 0.5715, -0.9383, -0.4676, 0.1982]",image,2025-02-06 14:34:46,13,0.06,"technology, education","M0356, M0244",negative,0.9
M0747,U175,2026-02-26 14:34:46,User completed a cloud computing project,event,5.1,9.4,"AI, learning, career","[-0.8324, 0.5898, 0.7125, -0.8039, 0.6861]",document,2026-04-01 14:34:46,6,0.21,"technology, education","M0568, M0026",negative,0.87
M0748,U148,2025-03-11 14:34:46,User wants to become an AI engineer,schedule,2.4,4.0,"AI, learning, career","[-0.2199, -0.65, 0.3925, 0.7034, -0.9804]",chatbot,2025-03-12 14:34:46,1,0.14,"technology, education","M0144, M0477",negative,0.79
M0749,U167,2025-08-21 14:34:46,User enjoys studying machine learning,project,8.6,6.2,"AI, learning, career","[0.8022, -0.408, 0.9636, -0.4247, 0.6027]",document,2025-11-24 14:34:46,9,0.68,"technology, education","M0405, M0390",negative,0.72
M0750,U025,2024-11-04 14:34:46,User wants to become an AI engineer,career_goal,3.9,4.5,"AI, learning, career","[0.02, -0.4696, 0.6021, -0.5954, -0.9655]",voice,2025-02-13 14:34:46,5,0.16,"technology, education","M0088, M0946",positive,0.85
M0751,U217,2025-03-27 14:34:46,User is building an AI memory engine,personal_info,6.6,9.9,"AI, learning, career","[0.23, 0.9532, -0.4415, 0.5283, 0.0651]",chatbot,2025-07-20 14:34:46,9,0.37,"technology, education","M0670, M0762",positive,0.85
M0752,U129,2025-03-10 14:34:46,User wants to become an AI engineer,personal_info,4.7,5.4,"AI, learning, career","[-0.6901, 0.1797, 0.9301, -0.5646, -0.9478]",voice,2025-05-04 14:34:46,20,0.21,"technology, education","M0092, M0917",negative,0.64
M0753,U001,2024-10-24 14:34:46,User practices coding daily,skill,3.1,2.1,"AI, learning, career","[0.0269, -0.1591, 0.8597, -0.4649, -0.1497]",document,2024-12-05 14:34:46,2,0.67,"technology, education","M0180, M0831",neutral,0.81
M0754,U240,2024-08-23 14:34:46,User wants to become an AI engineer,project,7.2,2.0,"AI, learning, career","[0.1257, -0.6924, 0.4851, 0.6988, 0.3688]",voice,2024-09-25 14:34:46,19,0.07,"technology, education","M0706, M0568",positive,1.0
M0755,U067,2024-07-31 14:34:46,User enjoys studying machine learning,skill,1.8,4.3,"AI, learning, career","[0.5187, -0.0493, 0.4432, 0.048, 0.0583]",document,2024-10-08 14:34:46,10,0.42,"technology, education","M0752, M0688",neutral,0.63
M0756,U082,2026-05-12 14:34:46,User wants to become an AI engineer,skill,7.5,2.0,"AI, learning, career","[0.2242, -0.452, 0.7295, 0.106, -0.2966]",document,2026-06-29 14:34:46,9,0.55,"technology, education","M0003, M0341",positive,0.82
M0757,U055,2025-06-10 14:34:46,User completed a cloud computing project,event,4.4,2.3,"AI, learning, career","[-0.9391, -0.9511, -0.5367, 0.4218, 0.3227]",voice,2025-07-07 14:34:46,15,0.26,"technology, education","M0999, M0996",neutral,0.75
M0758,U187,2026-01-05 14:34:46,User completed a cloud computing project,personal_info,1.9,9.4,"AI, learning, career","[0.0702, -0.0132, -0.6352, 0.8596, -0.7503]",document,2026-02-28 14:34:46,13,0.04,"technology, education","M0944, M0923",negative,0.83
M0759,U180,2024-09-15 14:34:46,User practices coding daily,schedule,4.9,6.8,"AI, learning, career","[-0.7859, -0.1227, -0.7235, 0.5936, 0.174]",image,2024-09-18 14:34:46,17,0.76,"technology, education","M0910, M0561",negative,0.96
